-3.0002,-3.0379,1
-2.5601,-4.0034,1
-3.0362,-3.4911,1
-3.6867,-1.7454,1
-2.8852,-3.3761,1
-0.83721,-0.59433,1
-2.8325,-2.3852,1
-3.31,-2.0073,1
-2.7749,-1.0825,1
-2.807,-5.1493,1
-3.3163,-3.2981,1
-4.2675,-1.7671,1
-4.1041,-1.6329,1
-2.8246,-3.1782,1
-2.1413,-2.8019,1
-1.9265,-1.9476,1
-3.1106,-3.1214,1
-3.9291,-2.8179,1
-2.8517,-3.1686,1
-4.122,-1.7054,1
-3.7601,-4.084,1
-4.0957,-3.9098,1
-3.2432,-4.392,1
-2.5758,-3.9647,1
-2.9655,-2.7089,1
-2.4983,-0.83308,1
-3.2156,-2.5398,1
-1.0468,-0.77555,1
-2.9875,-2.831,1
-2.0419,-2.6252,1
-2.8576,-2.8179,1
-1.378,-3.2793,1
-2.4852,-4.0961,1
-3.2401,-3.7569,1
-1.5362,-2.3708,1
-2.4861,-3.1323,1
-1.4759,-3.0645,1
-3.0998,-4.3742,1
-5.5095,-4.3869,1
-2.3027,-2.1704,1
-3.3353,-2.8842,1
-2.3956,-2.9807,1
-2.6739,-4.558,1
-1.6823,-3.4232,1
-1.9017,-3.9303,1
-2.8574,-1.4023,1
-3.4611,-1.1925,1
-2.0554,-1.7505,1
-3.2503,-1.8408,1
-2.5652,-2.7402,1
-2.7195,-3.339,1
-3.2523,-2.3103,1
-4.2978,-4.7899,1
-1.2109,-3.7827,1
-2.8037,-2.0215,1
-3.5462,-2.8507,1
-1.6393,-1.3929,1
-4.5828,-2.5345,1
-3.7651,-2.4589,1
-4.3471,-1.7535,1
-2.2778,-2.3369,1
-2.6148,-4.8959,1
-1.8371,-2.3161,1
-2.6284,-1.6748,1
-4.0647,-2.5954,1
-3.0024,-3.6273,1
-2.2381,-4.4203,1
-3.5725,-2.0096,1
-3.1324,-2.966,1
-1.8587,-3.4522,1
-2.4391,-3.9891,1
-1.3412,-2.5513,1
-3.2283,-2.0326,1
-1.4935,-3.7316,1
-2.719,-3.403,1
-4.5159,-2.6137,1
-2.5569,-3.8497,1
-5.3912,-3.8612,1
-2.9051,-4.0072,1
-1.2671,-1.9872,1
-3.209,-2.6467,1
-3.4689,-3.9648,1
-4.2748,-0.2584,1
-2.0649,-3.0735,1
-3.7109,-3.9404,1
-3.906,-3.016,1
-2.2237,-4.4005,1
-4.2133,-3.8733,1
-4.2297,-1.5477,1
-3.5336,-1.8225,1
-2.7786,-2.1238,1
-3.4744,-4.1438,1
-1.7998,-3.4285,1
-1.6351,-2.6189,1
-2.5794,-3.1845,1
-3.1272,-1.2414,1
-2.6384,-3.2874,1
-3.2774,-1.1135,1
-3.3147,-2.5203,1
-2.8617,-1.5415,1
-3.3587,-4.0107,1
-3.4455,-3.3178,1
-3.1943,-3.8179,1
-1.8626,-3.7482,1
-1.8928,-4.2251,1
-2.8083,-4.8653,1
-2.0323,-1.8038,1
-2.7318,-3.9323,1
-3.2022,-4.8682,1
-2.1096,-2.1702,1
-1.9071,-3.7359,1
-1.0172,-2.0664,1
-3.1994,-2.7573,1
-2.2809,-2.5091,1
-4.6073,-1.8805,1
-2.2678,-3.0705,1
-3.4269,-3.9207,1
-4.7637,-2.3228,1
-2.8884,-3.2106,1
-1.9163,-4.1459,1
-1.6305,-1.9804,1
-3.8535,-3.1238,1
-2.3213,-5.2156,1
-1.8646,-3.2311,1
-2.8213,-0.85177,1
-2.9653,-1.8305,1
-2.536,-3.0137,1
-3.0204,-1.9068,1
-3.9883,-3.292,1
-3.9678,-1.8862,1
-2.3391,-2.982,1
-1.9437,-3.4465,1
-2.3943,-2.1291,1
-2.2565,-2.8501,1
-2.6301,-2.0821,1
-2.8673,-3.1858,1
-3.3238,-3.8236,1
-3.5401,-3.6837,1
-2.8973,-2.2922,1
-2.3232,-3.9345,1
-1.6796,-3.012,1
-3.0522,-2.0673,1
-2.7627,-2.6918,1
-2.6809,-1.2509,1
-2.9667,-2.7736,1
-2.1933,-3.1904,1
-3.7,-2.3198,1
-1.4247,-1.2948,1
-2.8077,-2.7687,1
-2.9897,-2.3968,1
-3.8713,-1.8216,1
-1.4528,-3.1333,1
-3.0264,-4.6111,1
-1.4858,-2.6199,1
-3.858,-1.4678,1
-0.44117,-3.4246,1
-3.2716,-2.4886,1
-3.5276,-4.1261,1
-1.4931,-2.4253,1
-2.8557,-2.1742,1
-1.5667,-5.4969,1
-4.405,-1.8005,1
-1.498,-3.3889,1
-2.89,-3.281,1
-2.3757,-3.4865,1
-3.8644,-3.5314,1
-2.7622,-2.3498,1
-3.6962,-3.7237,1
-2.5517,-6.0597,1
